SalePrice,LotArea,OverallQual,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,GarageCars,Fireplaces,WoodDeckSF,OpenPorchSF,KitchenQual,Age,RemodAge,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_other,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None
231500,15426.0,6,0.0,928.0,1764.0,2,2,0,276.0,99.0,2.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115000,10500.0,4,0.0,864.0,864.0,1,0,1,0.0,0.0,1.0,39.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260000,11645.0,7,0.0,1734.0,1734.0,2,2,0,160.0,24.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
166000,8520.0,5,0.0,910.0,1385.0,2,2,0,0.0,0.0,1.0,58.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
204000,10335.0,7,183.0,1490.0,1501.0,2,2,0,144.0,29.0,2.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
125000,9100.0,5,336.0,1728.0,1728.0,2,2,0,0.0,0.0,1.0,47.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130000,2522.0,6,50.0,970.0,1709.0,2,2,0,0.0,40.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
105000,6120.0,5,0.0,715.0,875.0,1,1,0,48.0,0.0,1.0,79.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222500,9505.0,7,180.0,884.0,2035.0,2,2,1,144.0,48.0,2.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
141000,7500.0,7,120.0,1080.0,1080.0,1,0,0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115000,6240.0,5,0.0,896.0,1344.0,1,1,0,200.0,114.0,1.0,74.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122000,10356.0,5,0.0,969.0,969.0,1,2,0,0.0,0.0,1.0,35.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
372402,13891.0,8,436.0,1710.0,1710.0,2,3,1,0.0,102.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190000,14803.0,6,252.0,825.0,1993.0,2,2,1,0.0,66.0,1.0,39.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
235000,13500.0,6,0.0,1602.0,1252.0,1,2,1,409.0,0.0,1.0,50.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
125000,11340.0,6,0.0,1200.0,1200.0,1,1,0,0.0,0.0,1.0,87.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79000,9600.0,6,0.0,572.0,1096.0,1,0,0,0.0,8.0,1.0,86.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109500,7200.0,5,0.0,0.0,1040.0,1,2,0,0.0,0.0,1.0,60.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
269500,12003.0,8,84.0,774.0,1968.0,2,3,1,0.0,75.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
254900,12552.0,7,0.0,991.0,1947.0,2,2,1,0.0,136.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
320000,19378.0,7,456.0,1392.0,2462.0,2,2,1,239.0,132.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
162500,11120.0,6,0.0,1232.0,1232.0,2,2,0,0.0,0.0,1.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
412500,13688.0,9,664.0,1572.0,2668.0,2,3,2,400.0,0.0,3.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220000,12182.0,7,226.0,1541.0,1541.0,2,2,1,0.0,70.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103200,5500.0,4,0.0,882.0,882.0,1,0,0,0.0,0.0,1.0,54.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
152000,5400.0,6,0.0,1149.0,1616.0,2,1,0,0.0,0.0,2.0,84.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127500,10106.0,5,0.0,644.0,1355.0,2,0,0,140.0,0.0,1.0,70.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190000,10708.0,5,0.0,1617.0,1867.0,1,1,3,476.0,0.0,1.0,55.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
325624,10562.0,8,300.0,1582.0,2161.0,1,3,1,178.0,120.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183500,8244.0,7,0.0,840.0,1720.0,2,2,1,100.0,48.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
228000,16669.0,8,653.0,1686.0,1707.0,2,2,1,574.0,64.0,1.0,29.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128500,12358.0,5,0.0,720.0,1382.0,1,2,0,237.0,0.0,1.0,69.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
215000,31770.0,6,112.0,1080.0,1656.0,1,2,2,210.0,62.0,1.0,50.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
239000,5306.0,7,0.0,1064.0,1767.0,2,2,1,441.0,35.0,2.0,23.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163000,10197.0,6,491.0,1362.0,1362.0,1,2,1,0.0,20.0,1.0,49.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184000,12416.0,6,132.0,1606.0,1651.0,2,2,1,192.0,0.0,1.0,24.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243000,12615.0,6,0.0,1202.0,2158.0,2,2,1,0.0,29.0,2.0,60.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
211000,10029.0,6,268.0,1151.0,2060.0,2,2,1,0.0,228.0,1.0,22.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172500,13650.0,5,0.0,1052.0,1920.0,2,2,1,0.0,0.0,2.0,52.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
501837,17423.0,9,748.0,2216.0,2234.0,2,3,1,0.0,60.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100000,8520.0,5,0.0,968.0,968.0,1,2,0,0.0,0.0,1.0,87.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177000,2117.0,6,456.0,756.0,1525.0,2,2,1,0.0,0.0,2.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
200100,7588.0,7,0.0,793.0,1802.0,1,1,1,0.0,0.0,1.0,90.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120000,9060.0,5,98.0,0.0,1340.0,1,1,1,116.0,0.0,1.0,53.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200000,11426.0,7,0.0,1362.0,2082.0,2,2,0,280.0,238.0,2.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127000,7438.0,5,0.0,504.0,1252.0,1,2,0,104.0,0.0,1.0,102.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
475000,22950.0,10,0.0,1107.0,3608.0,2,3,2,0.0,260.0,3.0,118.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
173000,9947.0,7,0.0,1188.0,1217.0,2,2,0,168.0,27.0,2.0,20.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135000,10410.0,5,0.0,660.0,1656.0,2,1,0,0.0,0.0,1.0,94.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153337,7018.0,5,275.0,1086.0,1224.0,0,2,2,120.0,0.0,1.0,31.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
286000,4923.0,8,0.0,1593.0,1593.0,1,2,1,0.0,120.0,3.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
315000,10570.0,8,0.0,853.0,2727.0,2,2,2,0.0,74.0,2.0,78.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
184000,7472.0,7,138.0,725.0,1479.0,1,2,0,0.0,32.0,2.0,38.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192000,9017.0,7,0.0,1431.0,1431.0,2,2,0,0.0,35.0,2.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130000,2522.0,7,50.0,970.0,1709.0,2,2,0,0.0,40.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127000,7180.0,5,0.0,864.0,864.0,1,1,0,0.0,0.0,1.0,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148500,2280.0,6,0.0,855.0,1456.0,2,2,1,87.0,0.0,1.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311872,9416.0,7,205.0,1726.0,1726.0,2,3,1,171.0,138.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
235000,25419.0,8,0.0,1360.0,3112.0,2,2,1,0.0,16.0,2.0,92.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104000,5520.0,6,0.0,755.0,2229.0,1,0,0,0.0,198.0,1.0,98.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
274900,9591.0,8,262.0,1713.0,1713.0,2,3,1,0.0,26.0,3.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140000,8546.0,4,0.0,1121.0,1121.0,2,2,0,132.0,64.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
171500,10125.0,6,0.0,1196.0,1279.0,2,2,2,238.0,83.0,1.0,33.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112000,7000.0,6,0.0,617.0,1310.0,2,1,0,0.0,0.0,1.0,86.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
149000,4438.0,6,205.0,848.0,848.0,1,2,1,149.0,0.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110000,3500.0,5,0.0,720.0,1284.0,1,1,0,0.0,35.0,1.0,63.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
180500,11851.0,7,0.0,1424.0,1442.0,2,2,0,0.0,34.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143900,13673.0,5,0.0,1140.0,1696.0,1,1,1,0.0,30.0,1.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141000,12493.0,4,0.0,1100.0,1100.0,1,1,1,355.0,0.0,1.0,50.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
277000,14364.0,7,128.0,1157.0,2062.0,2,2,1,60.0,55.0,1.0,22.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
145000,8250.0,6,260.0,1092.0,1092.0,1,2,0,0.0,0.0,1.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98000,5604.0,5,0.0,864.0,864.0,1,0,0,0.0,0.0,1.0,85.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
186000,10420.0,6,0.0,1212.0,1212.0,2,2,0,100.0,22.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
252678,8640.0,7,0.0,900.0,1852.0,2,2,1,168.0,108.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156000,13568.0,5,0.0,990.0,990.0,1,2,0,224.0,0.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161750,10900.0,6,153.0,689.0,1392.0,1,1,0,0.0,36.0,1.0,33.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134450,10011.0,5,64.0,1070.0,1236.0,1,1,1,0.0,0.0,2.0,53.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
210000,8450.0,7,266.0,1436.0,1436.0,2,2,0,139.0,98.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107000,9906.0,4,0.0,686.0,1328.0,1,1,0,0.0,172.0,1.0,85.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
311500,15660.0,7,312.0,798.0,1954.0,1,2,2,0.0,119.0,2.0,71.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
167240,3010.0,7,16.0,1248.0,1248.0,2,2,0,108.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
204900,8990.0,7,0.0,1498.0,1498.0,2,2,0,351.0,33.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200000,8068.0,6,0.0,1010.0,2267.0,2,2,1,120.0,46.0,2.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
179900,11475.0,6,0.0,713.0,1552.0,2,2,1,209.0,208.0,1.0,35.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97000,10500.0,4,0.0,864.0,864.0,1,2,0,216.0,0.0,1.0,39.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
386250,13472.0,10,922.0,2392.0,2392.0,2,3,1,248.0,105.0,3.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
112000,1680.0,5,142.0,630.0,1302.0,2,1,0,0.0,0.0,1.0,39.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
290000,9950.0,7,290.0,1203.0,2520.0,2,3,1,224.0,114.0,2.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
106000,1869.0,6,127.0,483.0,987.0,1,1,0,0.0,0.0,1.0,40.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125000,8521.0,5,0.0,912.0,912.0,1,1,1,0.0,0.0,1.0,43.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
192500,3182.0,7,16.0,1373.0,1555.0,2,2,1,143.0,20.0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
148000,8760.0,6,220.0,1194.0,1194.0,1,1,0,0.0,0.0,1.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
403000,15138.0,8,506.0,1462.0,2794.0,2,3,1,0.0,146.0,3.0,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94500,1680.0,6,297.0,483.0,987.0,1,1,1,0.0,0.0,1.0,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128200,10650.0,5,0.0,894.0,894.0,1,1,0,365.0,0.0,1.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216500,7851.0,6,0.0,860.0,1960.0,2,2,2,288.0,48.0,2.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
89500,1680.0,6,604.0,483.0,987.0,1,1,0,0.0,0.0,1.0,39.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
185500,8773.0,7,98.0,1414.0,1414.0,2,2,0,132.0,105.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
194500,9453.0,7,0.0,996.0,1744.0,2,2,0,370.0,70.0,2.0,17.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
318000,12030.0,8,254.0,1694.0,1694.0,2,3,0,168.0,228.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113000,8741.0,6,0.0,735.0,1487.0,1,1,1,0.0,140.0,1.0,65.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
262500,9000.0,8,36.0,1566.0,1566.0,2,2,0,144.0,168.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110500,3880.0,5,0.0,686.0,866.0,1,0,0,58.0,42.0,2.0,65.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79000,5000.0,5,0.0,540.0,1440.0,1,1,0,0.0,0.0,1.0,110.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120000,10762.0,6,0.0,626.0,1217.0,1,1,1,0.0,28.0,1.0,30.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
205000,8880.0,7,0.0,948.0,2110.0,2,2,2,0.0,130.0,2.0,16.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
241500,10400.0,7,102.0,1845.0,1872.0,2,2,1,197.0,39.0,1.0,22.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137000,9142.0,6,0.0,1020.0,1928.0,2,1,0,0.0,60.0,0.0,100.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
140000,11310.0,6,0.0,1367.0,1375.0,1,2,1,0.0,30.0,1.0,56.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180000,11317.0,7,101.0,840.0,1668.0,2,2,0,144.0,68.0,2.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
277000,159000.0,6,472.0,1444.0,2144.0,2,2,2,0.0,98.0,2.0,52.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76500,5350.0,3,0.0,728.0,1306.0,1,0,0,263.0,0.0,0.0,70.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
235000,4750.0,8,481.0,1573.0,1625.0,2,2,1,123.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
173000,8366.0,6,0.0,798.0,1640.0,2,2,0,138.0,45.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
158000,9350.0,6,108.0,1302.0,1302.0,2,1,0,333.0,0.0,2.0,46.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
145000,8400.0,5,0.0,1314.0,1314.0,1,1,0,250.0,0.0,1.0,53.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
230000,8738.0,7,302.0,975.0,2291.0,2,2,1,192.0,0.0,2.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
207500,8791.0,6,0.0,864.0,1728.0,2,2,0,216.0,56.0,2.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
220000,8814.0,7,180.0,1604.0,1604.0,2,2,1,123.0,110.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
231500,12435.0,7,172.0,963.0,1792.0,2,2,1,0.0,96.0,2.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97000,12702.0,5,0.0,0.0,882.0,1,1,0,0.0,45.0,1.0,54.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176000,19296.0,6,399.0,1362.0,1382.0,1,2,1,0.0,0.0,1.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
276000,9588.0,8,270.0,1482.0,2574.0,2,3,1,0.0,148.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151000,8471.0,6,46.0,506.0,1212.0,1,2,1,292.0,12.0,1.0,33.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130000,5500.0,5,0.0,926.0,1316.0,1,2,0,0.0,0.0,1.0,81.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73000,5232.0,5,0.0,680.0,764.0,1,2,0,0.0,0.0,1.0,85.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
175500,12090.0,6,210.0,1422.0,1422.0,2,2,1,276.0,0.0,2.0,29.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
185000,11207.0,6,0.0,802.0,1511.0,2,2,1,95.0,75.0,1.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
179500,8400.0,5,0.0,720.0,2192.0,2,1,1,262.0,24.0,2.0,71.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120500,6900.0,5,0.0,740.0,778.0,1,1,1,0.0,25.0,1.0,70.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148000,7917.0,6,174.0,1143.0,1113.0,1,1,1,370.0,30.0,1.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
266000,10728.0,8,0.0,1095.0,1939.0,2,3,1,192.0,51.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
241500,39104.0,7,0.0,1385.0,1363.0,1,2,2,81.0,0.0,1.0,56.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
290000,11764.0,8,348.0,1152.0,2270.0,2,3,1,132.0,57.0,2.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
139000,9600.0,6,183.0,1240.0,1632.0,2,1,1,289.0,0.0,1.0,52.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
124500,8314.0,5,0.0,816.0,816.0,1,1,0,168.0,0.0,1.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
205000,7264.0,7,0.0,952.0,1548.0,2,2,0,74.0,0.0,3.0,85.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201000,9196.0,7,0.0,1560.0,1560.0,2,2,0,100.0,150.0,2.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141000,19138.0,4,0.0,864.0,864.0,1,2,0,0.0,0.0,1.0,59.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
415298,14450.0,9,315.0,2121.0,2121.0,2,3,1,124.0,98.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192000,10005.0,7,299.0,1160.0,2022.0,2,2,1,288.0,117.0,1.0,33.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
